Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 8
Madhya Pradesh,Chhindwara,Measles,13,0,2024-03-27 00:00:00,"Cases were reported from Village Nimmi, Sub-District Sausar, District Chhindwara. Cases presented  with fever  with rash. 1 blood  sample  was  collected  and  sent  to  NIRTH,  Jabalpur. Sample came positive for the Measles IgM by ELISA. District RRT investigated the outbreak. Age group of the affected cases was 14-50 Cases treated symptomatically. Vitamin A solution was given to them. Community awareness and health education
given   by   peripheral   team   on   vaccination,   hygiene   and sanitation."
Madhya Pradesh,Indore,Fever of Unknown Origin,35,0,2024-05-12 00:00:00,"Cases   were  reported   from  Sub-District   Depalpur,   District Indore.  Cases  presented  with  fever.  35  blood  samples  were collected  and  sent  to  CHC  Depalpur  and  DPHL  Indore.  All samples came negative for the Dengue NS1 antigen by ELISA. District RRT investigated the outbreak. Cases symptomatically. Community   awareness   and    health   education    given    by peripheral  team  on  vector  control  measures,  hygiene,  and
sanitation."
Maharashtra,Kolhapur,Chikungunya,18,0,2024-05-03 00:00:00,"Cases were reported from Village Kodoli, Sub-District Panhala, District Kolhapur. Cases presented with fever with joint pain. 18 blood samples were collected and sent to SSHRCSMGMC Kolhapur. 8 samples came positive for the Chikungunya IgM by  ELISA.  District  RRT  investigated  the  outbreak.  Cases symptomatically. Community awareness and health education
given by peripheral team on vector control measures, hygiene, and sanitation."
Meghalaya,West Jaintia Hills,Mumps,21,0,2024-04-25 00:00:00,"Cases   were   reported   from   Village   Namdong   and   other neighboring  villages,  Sub-District Thadlaskein, District West Jaintia Hills. Cases presented with fever with parotid swelling. District  RRT  investigated  the  outbreak.  Age  group  of  the affected cases was 3-29 years. Cases treated symptomatically. Community   awareness   and    health   education    given    by
peripheral team on hygiene and sanitation."
Meghalaya,West Jaintia Hills,Human Rabies,1,1,2024-05-07 00:00:00,"Case was reported from Village Lakroh, Sub-District Amlarem, District West Jaintia Hills. A 30 year-old female presented with complaints     of     fever,     headache,     confusion,     agitation, hydrophobia and aerophobia. History of dog bite on 17th March 2024.  She  did  not  receive  RIG  immediately.  District  RRT investigated   the   outbreak.   She   expired   on   06-05-2024. Community   awareness   and    health   education    given    by
peripheral  team  on  vaccination  for  dog  bite,  hygiene  and sanitation."
Meghalaya,West Jaintia Hills,Human Rabies,1,1,2024-05-07 00:00:00,"Case   was   reported   from   Village   Muktapur,   Sub-District Amlarem,  District  West  Jaintia  Hills.  A  33  year-old  male presented with complaints of fever, headache, muscle spasm, hydrophobia  and  aerophobia.  Historie  of  dog  bite  2  months back.  He  did  not  receive  post  exposure  prophylaxis.  RIG immediately.   District   RRT   investigated   the   outbreak.   He expired  on  04-05-2024.  Community  awareness  and  health
education given by peripheral team on vaccination for dog bite, hygiene and sanitation."
Uttar Pradesh,Jhansi,Measles,9,0,2024-05-13 00:00:00,"Cases   were   reported   from   Village   Nipan,   Sub-District Garautha, District Jhansi. Cases presented with fever with rash. 5 blood samples were collected and sent to SGPGI, Lucknow. All the samples came positive for the Measles IgM by ELISA. District  RRT  investigated  the  outbreak.  Age  group  of  the affected cases was 5-15 years. Cases treated symptomatically. Vitamin A solution was given to susceptible one. Community awareness  and  health  education  given  by peripheral  team  on
vaccination, hygiene and sanitation."
Uttar Pradesh,Mathura,Food Poisoning,14,0,2024-05-08 00:00:00,"Cases   were   reported   from   Sub-District   Mathura,   District Mathura. Cases presented with loose stools, vomiting and pain abdomen. District RRT investigated the outbreak. Cases were treated symptomatically. All the cases developed the symptoms after  having  food  in  a  restaurant.  Community awareness  and health  education  given  by  peripheral  team  on  hygiene  and
sanitation."
West Bengal,Medinipur West,Acute Diarrheal Disease,26,0,2024-04-24 00:00:00,"Cases  were  reported  from  Village  Dirghagram,  Sub-District Ghatal,  District  Medinipur  West.  Cases  presented  with  loose stools,  vomiting.  2  stool  samples  and  2  water  samples  were collected and sent to Midnapur Medical College and PHE lab, Midnapur respectively. Stool sample did not show growth of any pathogenic organism, water samples found unfit for potable purpose.  District  RRT  investigated  the  outbreak.  Cases  were treated  symptomatically.  Community  awareness  and  health
education given by peripheral team on hygiene and sanitation."
Andhra Pradesh,Chittoor,Acute Diarrheal Disease,19,0,2024-07-09 00:00:00,Under Control
Andhra Pradesh,Konaseema,Acute Diarrheal Disease,14,0,2024-07-07 00:00:00,Under Control
Andhra Pradesh,Y.S.R.,Acute Diarrheal Disease,19,0,2024-07-10 00:00:00,Under Control
Arunachal Pradesh,Tawang,Acute Diarrheal Disease,16,0,2024-07-09 00:00:00,Under Surveillance
Assam,Bajali,Japanese Encephalitis,1,1,2024-07-12 00:00:00,Under Surveillance
Assam,Bongaigaon,Japanese Encephalitis,1,1,2024-07-13 00:00:00,Under Control
Assam,Karimganj,Food Poisoning,6,0,2024-07-09 00:00:00,Under Control
Assam,Kokrajhar,Chickenpox,10,0,2024-07-09 00:00:00,Under Surveillance
Assam,Nagaon,Japanese Encephalitis,1,1,2024-07-12 00:00:00,Under Surveillance
Assam,West Karbi Anglong,Japanese Encephalitis,2,1,2024-07-05 00:00:00,Under Surveillance
Bihar,Samastipur,Acute Diarrheal Disease,17,0,2024-07-12 00:00:00,Under Surveillance
Chhattisgarh,Bijapur,Measles,11,0,2024-07-11 00:00:00,Under Surveillance
Chhattisgarh,Bilaspur,Food Poisoning,48,0,2024-07-07 00:00:00,Under Surveillance
Chhattisgarh,Bilaspur,Acute Diarrheal Disease,11,0,2024-07-08 00:00:00,Under Control
Chhattisgarh,Janjgir- Champa,Acute Diarrheal Disease,114,1,2024-07-11 00:00:00,Under Control
Chhattisgarh,Kabirdham,Acute Diarrheal Disease,58,0,2024-07-08 00:00:00,Under Surveillance
Chhattisgarh,Mungeli,Acute Diarrheal Disease,22,0,2024-07-07 00:00:00,Under Control
Chhattisgarh,Raipur,Cholera,107,0,2024-07-08 00:00:00,Under Control
Gujarat,Ahmadabad,Acute Diarrheal Disease,27,0,2024-07-10 00:00:00,Under Control
Gujarat,"Arvalli, Mahisagar, Sabar Kantha",Acute Encephalitic Syndrome,93,7,2024-07-09 00:00:00,Under Surveillance
Gujarat,Chhotaudepur,Acute Diarrheal Disease,123,0,2024-07-12 00:00:00,Under Control
Gujarat,Jamnagar,Acute Diarrheal Disease,21,0,2024-07-11 00:00:00,Under Control
Gujarat,Morbi,Cholera,5,1,2024-07-13 00:00:00,Under Control
Gujarat,Navsari,Acute Diarrheal Disease,18,0,2024-07-14 00:00:00,Under Control
Haryana,Kaithal,Cholera,4,0,2024-07-08 00:00:00,Under Control
Himachal Pradesh,Mandi,Hepatitis A,360,2,2024-07-10 00:00:00,Under Surveillance
Jammu and Kashmir,Anantnag,Food Poisoning,74,0,2024-07-11 00:00:00,Under Control
Jammu and Kashmir,Anantnag,Acute Diarrheal Disease,18,0,2024-07-11 00:00:00,Under Control
Jammu and Kashmir,Anantnag,Acute Diarrheal Disease,40,0,2024-07-10 00:00:00,Under Control
Jammu and Kashmir,Bandipora,Acute Gastroenteritis,19,0,2024-07-14 00:00:00,Under Surveillance
Jammu and Kashmir,Baramulla,Hepatitis A/E,22,0,2024-07-09 00:00:00,Under Control
Jammu and Kashmir,Doda,Mumps,7,0,2024-07-05 00:00:00,Under Surveillance
Jharkhand,Dhanbad,Acute Diarrheal Disease,21,0,2024-07-10 00:00:00,Under Surveillance
Jharkhand,West Singhbhum,Acute Diarrheal Disease,6,0,2024-07-11 00:00:00,Under Control
Karnataka,Ballari,Cholera,29,0,2024-07-11 00:00:00,Under Surveillance
Karnataka,Belagavi,Cholera,49,0,2024-07-08 00:00:00,Under Control
Karnataka,Chikballapur,Food Poisoning,18,0,2024-07-08 00:00:00,Under Control
Karnataka,Hassan,Dengue,3,3,2024-07-06 00:00:00,Under Control
Kerala,Malappuram,Hepatitis A,25,0,2024-07-12 00:00:00,Under Surveillance
Kerala,Palakkad,Dengue,69,0,2024-07-09 00:00:00,Under Surveillance
Kerala,Thiruvanantha puram,Acute Diarrheal Disease,27,1,2024-07-08 00:00:00,Under Surveillance
Kerala,Thrissur,Dengue,72,0,2024-07-11 00:00:00,Under Surveillance
Madhya Pradesh,Ashoknagar,Acute Diarrheal Disease,161,0,2024-07-06 00:00:00,Under Control
Madhya Pradesh,Balaghat,Acute Diarrheal Disease,63,0,2024-07-11 00:00:00,Under Surveillance
Madhya Pradesh,Balaghat,Malaria,5,0,2024-07-07 00:00:00,Under Surveillance
Madhya Pradesh,Harda,Dengue,59,0,2024-07-09 00:00:00,Under Surveillance
Madhya Pradesh,Narsinghpur,Dengue,24,0,2024-07-14 00:00:00,Under Surveillance
Madhya Pradesh,Narsinghpur,Dengue,26,0,2024-07-11 00:00:00,Under Surveillance
Madhya Pradesh,Rajgarh,Dengue,7,0,2024-07-09 00:00:00,Under Surveillance
Madhya Pradesh,Rewa,Japanese Encephalitis,5,1,2024-07-09 00:00:00,Under Surveillance
Madhya Pradesh,Rewa,Japanese Encephalitis,3,1,2024-07-09 00:00:00,Under Surveillance
Madhya Pradesh,Rewa,Japanese Encephalitis,10,0,2024-07-09 00:00:00,Under Surveillance
Madhya Pradesh,Satna,Acute Diarrheal Disease,33,0,2024-07-12 00:00:00,Under Surveillance
Madhya Pradesh,Shahdol,Japanese Encephalitis,5,1,2024-07-10 00:00:00,Under Surveillance
Maharashtra,Akola,Acute Diarrheal Disease,93,0,2024-07-12 00:00:00,Under Control
Maharashtra,Chandrapur,Acute Diarrheal Disease,12,1,2024-07-12 00:00:00,Under Control
Maharashtra,Gadchiroli,Malaria,3,1,2024-07-10 00:00:00,Under Control
Maharashtra,Hingoli,Acute Diarrheal Disease,7,0,2024-07-08 00:00:00,Under Surveillance
Maharashtra,Latur,Dengue,7,1,2024-07-08 00:00:00,Under Control
Maharashtra,Latur,Hepatitis A,9,0,2024-07-08 00:00:00,Under Control
Maharashtra,Pune,Zika Virus,2,0,2024-07-10 00:00:00,Under Surveillance
Maharashtra,Pune,Zika Virus,3,0,2024-07-06 00:00:00,Under Surveillance
Maharashtra,Raigad,Dengue,1,1,2024-07-11 00:00:00,Under Surveillance
Maharashtra,Sangli,Dengue,2,1,2024-07-11 00:00:00,Under Control
Maharashtra,Thane,Dengue,2,1,2024-07-09 00:00:00,Under Surveillance
Maharashtra,Washim,Dengue,6,0,2024-07-12 00:00:00,Under Control
Maharashtra,Yavatmal,Acute Diarrheal Disease,43,0,2024-07-13 00:00:00,Under Control
Maharashtra,Yavatmal,Cholera,7,0,2024-07-12 00:00:00,Under Control
Maharashtra,Yavatmal,Cholera,30,0,2024-07-08 00:00:00,Under Control
Manipur,Kamjong,Typhoid,12,0,2024-07-12 00:00:00,Under Surveillance
Meghalaya,Ri Bhoi,Typhoid,13,0,2024-07-11 00:00:00,Under Surveillance
Odisha,Balangir,Dengue,66,0,2024-07-09 00:00:00,Under Surveillance
Odisha,Ganjam,Acute Diarrheal Disease,15,0,2024-07-09 00:00:00,Under Control
Odisha,Jajpur,Hepatitis A,8,0,2024-07-14 00:00:00,Under Surveillance
Odisha,Khordha,Measles,22,0,2024-07-09 00:00:00,Under Surveillance
Odisha,Malkangiri,Acute Diarrheal Disease,32,0,2024-07-11 00:00:00,Under Control
Odisha,Mayurbhanj,Acute Diarrheal Disease,40,0,2024-07-10 00:00:00,Under Control
Odisha,Rayagada,Acute Diarrheal Disease,5,0,2024-07-08 00:00:00,Under Control
Odisha,Rayagada,Malaria,31,0,2024-07-07 00:00:00,Under Control
Odisha,Sundargarh,Food Poisoning,9,0,2024-07-06 00:00:00,Under Control
Punjab,Jalandhar,Acute Diarrheal Disease,23,0,2024-07-12 00:00:00,Under Surveillance
Punjab,Shahid Bhagat Singh Nagar,Cholera,65,0,2024-07-10 00:00:00,Under Control
Tamil Nadu,Madurai,Hepatitis A,6,0,2024-07-11 00:00:00,Under Surveillance
Tamil Nadu,Pudukkottai,Hepatitis A,16,0,2024-07-09 00:00:00,Under Surveillance
Tamil Nadu,Thanjavur,Acute Diarrheal Disease,17,0,2024-07-13 00:00:00,Under Control
Tamil Nadu,Tiruchirappalli,Hepatitis A,18,0,2024-07-11 00:00:00,Under Surveillance
Tamil Nadu,Tiruchirappalli,Acute Diarrheal Disease,9,0,2024-07-09 00:00:00,Under Control
Uttar Pradesh,Bhadohi,Food Poisoning,24,0,2024-07-08 00:00:00,Under Control
Uttar Pradesh,Ghaziabad,Measles,4,0,2024-07-05 00:00:00,Under Control
Uttar Pradesh,Kushi Nagar,Measles,6,0,2024-06-15 00:00:00,Under Control
Uttar Pradesh,Kushi Nagar,Measles,17,0,2024-06-04 00:00:00,Under Control
Uttar Pradesh,Muzaffarnagar,Chickenpox,7,0,2024-07-11 00:00:00,Under Control
Uttar Pradesh,Prayagraj,Acute Diarrheal Disease,6,0,2024-07-06 00:00:00,Under Control
Uttarakhand,Almora,Acute Diarrheal Disease,55,0,2024-07-09 00:00:00,Under Control
West Bengal,Birbhum,Acute Diarrheal Disease,38,0,2024-07-10 00:00:00,Under Control
West Bengal,Medinipur West,Acute Diarrheal Disease,103,0,2024-07-09 00:00:00,Under Control
West Bengal,Purba Bardhaman,Food Poisoning,57,0,2024-07-04 00:00:00,Under Control
West Bengal,Purulia,Acute Diarrheal Disease,6,0,2024-07-12 00:00:00,Under Control
Andhra Pradesh,Tirupati,Acute Diarrheal Disease,7,0,2024-06-24 00:00:00,"Cases   were   reported   from   PHC   K.V.B.Puram,   Village: Katrapalle,   Sub-District:   K.V.B.   Puram,   District:   Tirupati. Cases  presented  with  diarrhea.  Eight  water  samples  were collected  and  sent  to RWS department, all  were found  to be satisfactory.   One  stool   sample  was  collected  and  sent  to SVMC,  Tirupathi,  which  showed  no  growth.  District  RRT investigated  the  outbreak.  Community  awareness  and  health
education  given  by  peripheral  team  on  control  measures, hygiene and sanitation."
Andhra Pradesh,Tirupati,Cholera,19,0,2024-06-23 00:00:00,"Cases  were  reported  from  a  hostel  under  V.H.C.  Chennur, Village:  Chennuru  –  II  (Part),  Sub-District:  Gudur,  District: Tirupati. Cases are presented with diarrhea.
Four  water  samples  were  collected  and  sent to  RWS,  out  of which   1  was   positive   for   E.coli.   One   stool   sample   was collected  and  sent  to  Department  of  Microbiology,  SVMC, Tirupathi,  which  was  positive  for  V.  cholerae.  District  RRT investigated  the  outbreak.  Community  awareness  and  health education  given  by  peripheral  team  on  control  measures,
hygiene and sanitation."
Karnataka,Davangere,Acute Gastroenteritis,67,0,2024-07-03 00:00:00,"Cases      reported      from      Pandomatti      PHC,      Village: Rajagonddanahalli Thanda, Sub-District: Channagiri, District: Davangere.  Cases  presented  with  loose  stool  and  vomiting. All age groups were affected. Two stool and 19 water samples were collected and tested at SIMS Shivamogga & Pandomatti PHC.   Stool   samples   showed   no   growth   of   any   entero- pathogens.    Out  of  19  water  samples,  11  were  found  to  be NSPP   (not   suitable   for   potable   purpose).     District   RRT investigated  the  outbreak.  Community  awareness  and  health education  given  by  peripheral  team  on  control  measures,
hygiene and sanitation."
Kerala,Alappuzha,Acute Gastroenteritis,62,0,2024-06-22 00:00:00,"Cases  were  reported  from  a  school  under  FHC  Chingoli, Village: Chingoli (CT), Sub-District: Karthikappally, District: Alappuzha.  Cases  presented  with  loose  stool,  nausea,  fever, myalgia,  abdominal  pain  and  vomiting.  Three  rectal  swabs were sent to NIV Alapuzha,  out of which  1 was positive for Noro virus  by PCR.  Five  water  samples  were sent  for  water quality  tests,  which  showed  presence  of  Coliforms.  District RRT  investigated  the  outbreak.  Community  awareness  and health   education   given   by   peripheral   team   on   control
measures, hygiene and sanitation."
Kerala,Thrissur,Chickenpox,8,0,2024-07-04 00:00:00,"Cases  were  reported  from  a  school  under  FHC  Pariyaram, Village:   Athirappally,   Sub-District:   Chalakkudy,   District: Thrissur. Cases presented with fever  with  vesicular rash. The affected  age  group  was  6-9  years.  Cases  were  diagnosed clinically. District RRT investigated the outbreak. Community awareness and health  education  given  by peripheral  team on control  measures,  hygiene  and  sanitation.  Isolation  of  the
cases was done."
Maharashtra,Pune,Zika Virus,1,0,2024-07-03 00:00:00,"Cases  were  reported  from  Malshiras  PHC,  Village:  Saswad Rural,    Sub-District:    Purandhar,    District:   Pune.       Cases presented with fever  with rash. Total 27 serum samples were collected & sent to NIV Pune, out of which 1 was positive for Zika   RT-PCR.   District   RRT   investigated   the   outbreak. Community   awareness    and   health    education    given    by
peripheral  team  on   vector   control  measures,  hygiene  and sanitation."
Manipur,Kakching,Acute Gastroenteritis,32,0,2024-04-24 00:00:00,"Cases reported from  a school  under  PHC  Kakching Khunou, Sub-District:  Waikhong,  District:  Kakching.  Cases  presented with loose motion, vomiting & fever. The affected age group was 11-18 years. Seven blood samples were collected & sent to JNIMS Imphal Lab & KRSNAA Diagnostic lab. Water & food   samples   were   collected   by   Food   Safety   Dept.   All samples were negative for any entero-pathogen. District RRT investigated  the  outbreak.  Community  awareness  and  health education  given  by  peripheral  team  on  control  measures,
hygiene and sanitation."
Manipur,Thoubal,Mumps,9,0,2024-06-27 00:00:00,"Cases   reported   from   PHC   Leisangthem   under   Thoubal District.  Cases  presented  with  parotitis,  fever.  The  affected age group was 5-14 years. All cases were diagnosed clinically. District RRT investigated the outbreak. Community awareness and  health  education  given  by  peripheral  team  on  control
measures, hygiene and sanitation."
Odisha,Anugul,Japanese Encephalitis,2,1,2024-06-03 00:00:00,"Cases reported from Health  Facility: Balaramprasad, Village: Bahalsahi, Sub-District: Chhendipada, District: Anugul. Cases presented  with  fever.  The affected  age  group  was  5-9  years. Two blood samples were sent to SCB Medical College, both were positive for JE IgM by ELISA. District RRT investigated the  outbreak.  Community  awareness  and  health  education given by peripheral team on vector control measures, hygiene
and sanitation. Death of a 9 year old female has occurred due to the illness (JE positive)."
Odisha,Kalahandi,Diphtheria,10,0,2024-06-14 00:00:00,"Cases    reported    from    Village:    Sirimaska,    Sub-District: Thuamul  Rampur,  District:  Kalahandi.  Cases  presented  with fever, runny nose. The affected age group was 2-34 years. Ten throat swabs were sent to RMRC-ICMR Bhubaneswar, out of which  2  were  positive  for  Corynebacterium  diphtheria  by culture   &   PCR.   District   RRT   investigated   the   outbreak.
Community   awareness    and   health    education    given    by peripheral team on control measures, hygiene and sanitation."
Andhra Pradesh,Anantapur,Acute Diarrheal Disease,23,0,2024-05-06 00:00:00,Under Surveillance
Andhra Pradesh,Tirupati,Acute Diarrheal Disease,25,0,2024-05-05 00:00:00,Under Surveillance
Assam,Dibrugarh,Hepatitis A,15,0,2024-05-07 00:00:00,Under Surveillance
Assam,Golaghat,Food Poisoning,76,0,2024-05-10 00:00:00,Under Surveillance
Assam,Hojai,Acute Diarrheal Disease,4,1,2024-05-06 00:00:00,Under Surveillance
Bihar,Aurangabad,Fever of Unknown Origin,10,0,2024-05-03 00:00:00,Under Surveillance
Bihar,Saran,Measles,9,0,2024-05-04 00:00:00,Under Surveillance
Chhattisgarh,Baloda Bazar,Acute Diarrheal Disease,26,0,2024-05-06 00:00:00,Under control
Chhattisgarh,Kabirdham,Acute Diarrheal Disease,67,0,2024-05-10 00:00:00,Under Surveillance
Chhattisgarh,Mahasamund,Cholera,62,0,2024-05-08 00:00:00,Under Surveillance
Chhattisgarh,Rajnandgaon,Measles,22,0,2024-04-30 00:00:00,Under Surveillance
Chhattisgarh,Sakti,Food Poisoning,107,0,2024-05-01 00:00:00,Under control
Chhattisgarh,Surajpur,Acute Diarrheal Disease,14,0,2024-05-05 00:00:00,Under control
Gujarat,Junagadh,Food Poisoning,127,0,2024-05-11 00:00:00,Under control
Gujarat,Surendranagar,Food Poisoning,38,0,2024-05-12 00:00:00,Under control
Himachal Pradesh,Mandi,Acute Diarrheal Disease,45,0,2024-05-08 00:00:00,Under Surveillance
Jammu and Kashmir,Baramulla,Mumps,13,0,2024-05-10 00:00:00,Under Surveillance
Jammu and Kashmir,Ganderbal,Hepatitis A,25,0,2024-05-08 00:00:00,Under Surveillance
Jammu and Kashmir,Kupwara,Human Rabies,1,1,2024-05-01 00:00:00,Under Surveillance
Jharkhand,Dumka,Chickenpox,36,0,2024-05-04 00:00:00,Under Surveillance
Jharkhand,East Singhbum,Chickenpox,7,0,2024-05-08 00:00:00,Under Surveillance
Karnataka,Ramanagara,Food Poisoning,111,0,2024-05-10 00:00:00,Under Surveillance
Karnataka,Ramanagara,Food Poisoning,135,0,2024-05-06 00:00:00,Under Surveillance
Kerala,Kollam,Food Poisoning,15,0,2024-05-09 00:00:00,Under Surveillance
Kerala,Thiruvanantha puram,Food poisoning,130,0,2024-05-08 00:00:00,Under Surveillance
Kerala,Thrissur,West Nile Fever,2,1,2024-05-03 00:00:00,Under Surveillance
Madhya Pradesh,Dewas,Dengue,27,0,2024-05-03 00:00:00,Under Surveillance
Maharashtra,Ahmednagar,Chikungunya,11,0,2024-05-09 00:00:00,Under Surveillance
Manipur,Imphal West,Human Rabies,1,1,2024-05-06 00:00:00,Under Surveillance
Punjab,Gurdaspur,Chickenpox,54,0,2024-05-08 00:00:00,Under Surveillance
Punjab,Pathankot,Mumps,6,0,2024-05-04 00:00:00,Under Surveillance
Tamil Nadu,Cuddalore,Food Poisoning,49,1,2024-05-06 00:00:00,Under Surveillance
Tamil Nadu,Kanniyakumar i,Acute Diarrheal Disease,21,0,2024-05-06 00:00:00,Under control
Uttar Pradesh,Ghaziabad,Acute Diarrheal Disease,876,0,2024-05-01 00:00:00,Under Surveillance
Uttar Pradesh,Jalaun,Fever with Rash,11,0,2024-05-04 00:00:00,Under Surveillance
West Bengal,Purba Bardhaman,Acute Diarrheal Disease,17,0,2024-05-08 00:00:00,Under Surveillance
West Bengal,Purba Bardhaman,Food Poisoning,14,0,2024-05-06 00:00:00,Under control
West Bengal,Purulia,Acute Diarrheal Disease,17,0,2024-05-07 00:00:00,Under control
Assam,Lakhimpur,Measles,4,0,2024-04-12 00:00:00,"Cases   were   reported   from   Village   Khaman   mukh,   under Sonarichapori  MPHC,  Sub-District  Subansiri  (Pt-I),  District Lakhimpur.  Cases  presented  with  fever  with  rash.  4  blood samples were collected and sent to Tezpur lab. 1 sample came positive   for   the   Measles   IgM   by   ELISA.   District   RRT investigated the outbreak. Age group of the affected cases was 1-10 years. Cases treated symptomatically. Vitamin A solution was   given   to   them.   Community   awareness   and   health
education  given  by  peripheral  team  on  vaccination,  hygiene and sanitation."
Bihar,Pashchim Champaran,Measles,6,0,2024-04-22 00:00:00,"Cases  were  reported  from  Village    Gondauli,  Sub-District Bettiah,  District  Pashchim  Champaran.  Cases  presented  with fever  with  rash.  5  blood  samples  were  collected  and  sent  to AIIMS  Patna.  3  samples  came  positive  for  the  Measles  IgM by ELISA. District RRT investigated the outbreak. Age group of    the    affected    cases    was    1-5    years.    Cases    treated symptomatically.  Vitamin  A  solution  was  given  to  them.
Community   awareness   and    health   education    given    by peripheral team on vaccination, hygiene and sanitation."
Maharashtra,Wardha,Dengue,9,0,2024-04-27 00:00:00,"Cases  were  reported  from  Sub-District  Wardha,  PHC  Anji, District Wardha. Cases presented with fever. 9 blood samples were collected and sent to MGIMS, Wardha. 2 samples came positive   for   the   Dengue   IgM   by   ELISA.   District   RRT investigated the outbreak. Cases symptomatically. Community awareness  and  health  education  given  by peripheral  team  on
vector control measures, hygiene, and sanitation."
Manipur,Imphal West,Human Rabies,1,1,2024-04-29 00:00:00,"Case  was  reported  from  Haorangsabul  under  PHC  Phayeng, Sub-District       Lamphelpat,       District       Imphal       West. A  17-year-old  male  presented  with  difficulty  in  breathing, hydrophobia,  and  aerophobia.  District  RRT  investigated  the outbreak. The patient had dog bite history one and half month back.  Community  awareness  and  health  education  given  by peripheral  team  on  vaccination,  hygiene  and  sanitation.  The
case expired on 4th May 2024."
Assam,Goalpara,Chickenpox,11,0,2024-03-11 00:00:00,"Cases reported from Harimura, Udaypur. Cases presented with symptoms fever with rash. The affected age group was 12-40 years.  Two  blood  samples  were  collected  &  sent  to  GMCH, both  were  positive  for  Chickenpox  IgM  by  ELISA.  District RRT  investigated  the  outbreak.  Community  awareness  and
health  education  given  by  peripheral  team  on  hygiene  and sanitation."
Jharkhand,Khunti,Fever with Rash,7,0,2024-04-04 00:00:00,"Cases  were  reported  from  Village  Ulihatu,  Sub-District  Erki (Tamar  II),  District  Khunti.  Cases  presented  with  fever  with rash. Age group of the affected cases were 8-15  years.   Five blood samples were collected and sent to RIMS, Ranchi. All samples  were  negative  for  measles  IgM  by  ELISA.  District RRT    investigated    the    outbreak.    Cases    were    treated symptomatically. Community awareness and health education
given by peripheral team on hygiene and sanitation."
Jharkhand,Lohardaga,Malaria,3,0,2024-04-01 00:00:00,"Cases    were    reported    from   Village    Nigni,    Sub-District Lohardaga, District Lohardaga. Cases presented with fever with chills. Out of 32  blood samples, 3  samples  were positive for Plasmodium vivax by RDT kits. District RRT investigated the outbreak.   Cases   were   treated   by   anti-malarial   and   other supportive   measures.   Community   awareness   and   health education given by peripheral team on vector control measures,
hygiene and sanitation."
Maharashtra,Satara,Dengue,5,0,2024-04-03 00:00:00,"Cases   reported   from   Rahimatpur,   PHC   Rahimatpur,   SC Rahimatpur, Block Koregaon. Cases presented with fever. The affected age group was 15-60 years. Four serum samples were collected & sent to NIV Pune, out of which 3 were positive for Dengue   IgM   by   ELISA.   District   RRT   investigated   the outbreak. Community awareness and health education given by peripheral  team  on  vector  control  measures,  hygiene  and
sanitation."
Assam,Dhemaji,Chickenpox,8,0,2024-02-17 00:00:00,Under Surveillance
Bihar,Arwal,Acute Diarrheal Disease,15,0,2024-02-10 00:00:00,Under Control
Bihar,Begusarai,Fever with Rash,9,0,2024-02-11 00:00:00,Under Surveillance
Bihar,Jehanabad,Measles,8,0,2024-02-13 00:00:00,Under Surveillance
Chhattisgarh,Sukma,Measles,6,0,2024-02-10 00:00:00,Under Control
Gujarat,Ahmedabad,Food Poisoning,16,0,2024-02-13 00:00:00,Under Control
Gujarat,Jamnagar,Chikungunya,9,0,2024-02-08 00:00:00,Under Surveillance
Gujarat,Mahisagar,Acute Diarrheal Disease,9,0,2024-02-14 00:00:00,Under Surveillance
Haryana,Nuh,Food Poisoning,15,0,2024-02-09 00:00:00,Under Control
Himachal Pradesh,Mandi,Acute Diarrheal Disease,26,0,2024-02-14 00:00:00,Under Control
Karnataka,Bidar,Chikungunya,10,0,2024-02-08 00:00:00,Under Surveillance
Karnataka,Dakshin Kannad,Acute Diarrheal Disease,46,0,2024-02-12 00:00:00,Under Control
Karnataka,Mysuru,Human Rabies,1,1,2024-02-16 00:00:00,Under Control
Karnataka,Raichur,Mumps,15,0,2024-02-09 00:00:00,Under Surveillance
Kerala,Kozhikode,Typhoid,57,0,2024-02-16 00:00:00,Under Surveillance
Kerala,Palakkad,Mumps,14,0,2024-02-16 00:00:00,Under Surveillance
Kerala,Palakkad,Mumps,19,0,2024-02-12 00:00:00,Under Surveillance
Kerala,Palakkad,Mumps,11,0,2024-02-15 00:00:00,Under Surveillance
Madhya Pradesh,Bhopal,Human Rabies,1,1,2024-02-12 00:00:00,Under Control
Madhya Pradesh,Gwalior,Measles,10,0,2024-02-13 00:00:00,Under Surveillance
Madhya Pradesh,Indore,Mumps,17,0,2024-02-10 00:00:00,Under Surveillance
Madhya Pradesh,Jhabua,Measles,5,0,2024-02-13 00:00:00,Under Surveillance
Madhya Pradesh,Mandla,Scrub Typhus,5,0,2024-02-15 00:00:00,Under Surveillance
Madhya Pradesh,Morena,Measles,5,0,2024-02-14 00:00:00,Under Surveillance
Madhya Pradesh,Narsinghpur,Fever with Rash,5,0,2024-02-14 00:00:00,Under Surveillance
Madhya Pradesh,Rewa,Scrub Typhus,35,0,2024-02-15 00:00:00,Under Control
Madhya Pradesh,Satna,Measles,54,1,2024-02-15 00:00:00,Under Surveillance
Maharashtra,Osmanabad,Malaria,9,0,2024-02-15 00:00:00,Under Control
